,Period,espresso Lungo Sales,cappuccino classic Sales,Caramel flavor syrup Sales,Latte Classic Sales,cappuccino Grande Sales,Espresso with cream Sales,espresso classic Sales,Hazelnut flavor syrup Sales
329,27/11/2012,47.0,62.0,4.0,15.0,18.0,14.0,37.0,22.0
330,28/11/2012,43.0,61.0,6.0,20.0,23.0,40.0,22.0,9.0
331,29/11/2012,43.0,54.0,16.0,18.0,14.0,24.0,20.0,12.0
332,30/11/2012,62.0,42.0,10.0,19.0,15.0,29.0,16.0,13.0
333,01/12/2012,7.0,4.0,0.0,6.0,0.0,7.0,2.0,0.0
334,02/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,03/12/2012,55.0,47.0,10.0,15.0,11.0,27.0,6.0,6.0
336,04/12/2012,53.0,44.0,14.0,21.0,21.0,19.0,17.0,18.0
337,05/12/2012,58.0,51.0,8.0,20.0,19.0,15.0,19.0,18.0
338,06/12/2012,39.0,41.0,8.0,19.0,18.0,16.0,14.0,10.0
339,07/12/2012,40.0,58.0,4.0,15.0,15.0,14.0,15.0,0.0
340,08/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,09/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,10/12/2012,70.0,36.0,6.0,14.0,14.0,16.0,13.0,0.0
343,11/12/2012,51.0,44.0,4.0,14.0,9.0,16.0,14.0,4.0
344,12/12/2012,76.0,61.0,8.0,15.0,7.0,19.0,11.0,24.0
345,13/12/2012,72.0,61.0,4.0,12.0,18.0,11.0,20.0,4.0
346,14/12/2012,67.0,64.0,18.0,19.0,10.0,9.0,9.0,20.0
347,15/12/2012,28.0,19.0,4.0,8.0,8.0,6.0,20.0,0.0
348,16/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,17/12/2012,68.0,49.0,0.0,20.0,8.0,15.0,15.0,4.0
350,18/12/2012,70.0,57.0,6.0,13.0,15.0,8.0,13.0,12.0
351,19/12/2012,51.0,56.0,0.0,16.0,10.0,13.0,21.0,10.0
352,20/12/2012,55.0,50.0,12.0,20.0,10.0,14.0,8.0,12.0
353,21/12/2012,51.0,58.0,4.0,11.0,11.0,10.0,11.0,6.0
354,22/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,23/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,24/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,25/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,26/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,27/12/2012,21.0,35.0,42.0,8.0,7.0,7.0,18.0,11.0
360,28/12/2012,22.0,31.0,14.0,8.0,6.0,12.0,8.0,0.0
361,29/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,30/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,31/12/2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,01/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,02/01/2013,72.0,43.0,18.0,19.0,10.0,11.0,10.0,14.0
366,03/01/2013,60.0,59.0,26.0,16.0,16.0,7.0,11.0,12.0
367,04/01/2013,60.0,40.0,24.0,18.0,9.0,11.0,7.0,4.0
368,05/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,06/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,07/01/2013,77.0,53.0,14.0,14.0,22.0,12.0,20.0,8.0
371,08/01/2013,74.0,49.0,8.0,17.0,19.0,13.0,16.0,12.0
372,09/01/2013,50.0,50.0,32.0,10.0,11.0,11.0,13.0,14.0
373,10/01/2013,62.0,49.0,28.0,29.0,10.0,8.0,15.0,10.0
374,11/01/2013,49.0,49.0,39.0,16.0,16.0,15.0,22.0,14.0
375,12/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,13/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,14/01/2013,57.0,57.0,12.0,13.0,14.0,10.0,28.0,28.0
378,15/01/2013,63.0,56.0,7.0,20.0,19.0,15.0,22.0,0.0
379,16/01/2013,67.0,57.0,22.0,14.0,18.0,10.0,19.0,12.0
380,17/01/2013,65.0,66.0,40.0,21.0,13.0,12.0,17.0,16.0
381,18/01/2013,67.0,42.0,14.0,21.0,12.0,9.0,14.0,4.0
382,19/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,20/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,21/01/2013,75.0,60.0,28.0,19.0,14.0,9.0,29.0,14.0
385,22/01/2013,75.0,56.0,19.0,14.0,18.0,13.0,25.0,17.0
386,23/01/2013,83.0,57.0,28.0,15.0,17.0,11.0,18.0,8.0
387,24/01/2013,77.0,55.0,10.0,19.0,23.0,12.0,10.0,6.0
388,25/01/2013,78.0,60.0,22.0,19.0,16.0,9.0,9.0,8.0
389,26/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,27/01/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,28/01/2013,96.0,56.0,31.0,16.0,13.0,19.0,14.0,8.0
392,29/01/2013,90.0,47.0,6.0,15.0,14.0,15.0,9.0,12.0
393,30/01/2013,76.0,58.0,14.0,23.0,17.0,9.0,14.0,26.0
394,31/01/2013,82.0,44.0,22.0,23.0,15.0,16.0,11.0,12.0
395,01/02/2013,84.0,61.0,18.0,16.0,20.0,21.0,21.0,12.0
396,02/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,03/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,04/02/2013,93.0,62.0,22.0,15.0,20.0,15.0,7.0,8.0
399,05/02/2013,102.0,56.0,26.0,15.0,16.0,15.0,7.0,22.0
400,06/02/2013,91.0,73.0,36.0,15.0,19.0,13.0,3.0,14.0
401,07/02/2013,72.0,49.0,22.0,11.0,15.0,11.0,7.0,6.0
402,08/02/2013,57.0,43.0,16.0,11.0,11.0,12.0,3.0,10.0
403,09/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,10/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,11/02/2013,90.0,50.0,19.0,12.0,14.0,10.0,5.0,6.0
406,12/02/2013,72.0,50.0,28.0,11.0,8.0,10.0,11.0,16.0
407,13/02/2013,57.0,50.0,12.0,19.0,12.0,13.0,10.0,14.0
408,14/02/2013,67.0,56.0,10.0,12.0,12.0,12.0,17.0,14.0
409,15/02/2013,62.0,45.0,16.0,17.0,19.0,12.0,12.0,16.0
410,16/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,17/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,18/02/2013,95.0,52.0,30.0,21.0,19.0,9.0,17.0,10.0
413,19/02/2013,76.0,38.0,32.0,15.0,12.0,10.0,9.0,6.0
414,20/02/2013,69.0,65.0,34.0,14.0,20.0,14.0,41.0,18.0
415,21/02/2013,62.0,46.0,27.0,17.0,16.0,11.0,21.0,8.0
416,22/02/2013,62.0,52.0,32.0,14.0,15.0,10.0,21.0,14.0
417,23/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,24/02/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,25/02/2013,68.0,40.0,30.0,20.0,20.0,25.0,14.0,16.0
420,26/02/2013,79.0,59.0,28.0,14.0,11.0,14.0,7.0,32.0
421,27/02/2013,86.0,49.0,22.0,18.0,14.0,12.0,13.0,8.0
422,28/02/2013,86.0,51.0,22.0,19.0,21.0,24.0,27.0,4.0
423,01/03/2013,80.0,49.0,20.0,18.0,18.0,18.0,9.0,0.0
424,02/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,03/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,04/03/2013,101.0,51.0,16.0,24.0,18.0,10.0,18.0,18.0
427,05/03/2013,108.0,61.0,24.0,19.0,15.0,14.0,13.0,12.0
428,06/03/2013,91.0,55.0,25.0,13.0,10.0,14.0,14.0,12.0
429,07/03/2013,111.0,60.0,27.0,23.0,15.0,21.0,9.0,12.0
430,08/03/2013,95.0,58.0,32.0,22.0,12.0,8.0,8.0,25.0
431,09/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,10/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,11/03/2013,88.0,59.0,28.0,12.0,25.0,15.0,14.0,8.0
434,12/03/2013,106.0,66.0,20.0,19.0,13.0,11.0,9.0,13.0
435,13/03/2013,90.0,55.0,10.0,22.0,20.0,10.0,15.0,0.0
436,14/03/2013,94.0,75.0,40.0,22.0,23.0,13.0,6.0,19.0
437,15/03/2013,80.0,57.0,22.0,18.0,23.0,14.0,12.0,8.0
438,16/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,17/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,18/03/2013,58.0,63.0,46.0,17.0,22.0,47.0,7.0,4.0
441,19/03/2013,86.0,64.0,22.0,23.0,19.0,16.0,13.0,4.0
442,20/03/2013,117.0,50.0,30.0,20.0,24.0,14.0,10.0,12.0
443,21/03/2013,85.0,51.0,30.0,18.0,29.0,16.0,7.0,18.0
444,22/03/2013,64.0,41.0,12.0,15.0,21.0,10.0,4.0,18.0
445,23/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,24/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,25/03/2013,57.0,46.0,20.0,16.0,24.0,15.0,7.0,8.0
448,26/03/2013,89.0,48.0,14.0,14.0,18.0,18.0,1.0,20.0
449,27/03/2013,72.0,50.0,12.0,20.0,21.0,15.0,3.0,4.0
450,28/03/2013,69.0,40.0,20.0,17.0,26.0,12.0,8.0,10.0
451,29/03/2013,70.0,59.0,12.0,17.0,18.0,13.0,7.0,22.0
452,30/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,31/03/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,01/04/2013,71.0,55.0,13.0,15.0,18.0,9.0,4.0,0.0
455,02/04/2013,77.0,56.0,16.0,12.0,23.0,15.0,6.0,8.0
456,03/04/2013,71.0,54.0,24.0,16.0,17.0,14.0,4.0,8.0
457,04/04/2013,84.0,63.0,42.0,12.0,21.0,16.0,7.0,0.0
458,05/04/2013,82.0,53.0,28.0,14.0,21.0,11.0,1.0,12.0
459,06/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,07/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,08/04/2013,79.0,41.0,26.0,16.0,21.0,5.0,2.0,4.0
462,09/04/2013,68.0,50.0,0.0,28.0,25.0,11.0,7.0,10.0
463,10/04/2013,78.0,57.0,4.0,21.0,24.0,18.0,5.0,16.0
464,11/04/2013,77.0,60.0,20.0,25.0,28.0,14.0,4.0,12.0
465,12/04/2013,77.0,50.0,17.0,17.0,19.0,13.0,2.0,10.0
466,13/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,14/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,15/04/2013,79.0,47.0,16.0,17.0,15.0,10.0,3.0,6.0
469,16/04/2013,85.0,53.0,36.0,13.0,23.0,8.0,4.0,12.0
470,17/04/2013,97.0,52.0,29.0,18.0,29.0,18.0,5.0,34.0
471,18/04/2013,80.0,57.0,4.0,14.0,29.0,11.0,3.0,20.0
472,19/04/2013,71.0,44.0,40.0,20.0,20.0,10.0,9.0,6.0
473,20/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,21/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,22/04/2013,93.0,50.0,22.0,14.0,26.0,14.0,3.0,4.0
476,23/04/2013,99.0,60.0,0.0,19.0,19.0,14.0,4.0,14.0
477,24/04/2013,86.0,62.0,0.0,17.0,21.0,8.0,3.0,4.0
478,25/04/2013,84.0,55.0,0.0,12.0,15.0,8.0,3.0,15.0
479,26/04/2013,87.0,48.0,14.0,12.0,14.0,14.0,3.0,18.0
480,27/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,28/04/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,29/04/2013,81.0,41.0,26.0,11.0,19.0,7.0,7.0,6.0
483,30/04/2013,66.0,38.0,48.0,10.0,17.0,11.0,6.0,6.0
484,01/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,02/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,03/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,04/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,05/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,06/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,07/05/2013,90.0,47.0,20.0,15.0,19.0,11.0,10.0,4.0
491,08/05/2013,88.0,43.0,37.0,13.0,18.0,10.0,15.0,4.0
492,09/05/2013,67.0,48.0,24.0,20.0,14.0,13.0,10.0,10.0
493,10/05/2013,66.0,37.0,42.0,13.0,24.0,11.0,7.0,29.0
494,11/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,12/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,13/05/2013,91.0,36.0,19.0,16.0,13.0,15.0,3.0,6.0
497,14/05/2013,79.0,47.0,37.0,13.0,20.0,13.0,4.0,0.0
498,15/05/2013,77.0,39.0,18.0,11.0,17.0,5.0,7.0,10.0
499,16/05/2013,80.0,55.0,21.0,13.0,11.0,11.0,5.0,8.0
500,17/05/2013,58.0,50.0,18.0,9.0,19.0,17.0,13.0,4.0
501,18/05/2013,31.0,31.0,15.0,9.0,5.0,19.0,1.0,12.0
502,19/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,20/05/2013,79.0,40.0,4.0,12.0,12.0,7.0,3.0,8.0
504,21/05/2013,71.0,46.0,34.0,5.0,15.0,6.0,4.0,6.0
505,22/05/2013,79.0,48.0,19.0,12.0,20.0,9.0,7.0,14.0
506,23/05/2013,62.0,46.0,24.0,17.0,18.0,6.0,9.0,4.0
507,24/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,25/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,26/05/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,27/05/2013,64.0,39.0,32.0,7.0,13.0,10.0,4.0,8.0
511,28/05/2013,65.0,47.0,33.0,13.0,13.0,13.0,7.0,14.0
512,29/05/2013,88.0,44.0,50.0,10.0,10.0,14.0,6.0,10.0
513,30/05/2013,70.0,36.0,36.0,15.0,18.0,11.0,10.0,10.0
514,31/05/2013,56.0,53.0,28.0,15.0,19.0,14.0,5.0,22.0
515,01/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,02/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,03/06/2013,77.0,50.0,19.0,15.0,15.0,14.0,9.0,12.0
518,04/06/2013,78.0,40.0,58.0,16.0,14.0,6.0,8.0,14.0
519,05/06/2013,96.0,41.0,20.0,14.0,11.0,14.0,4.0,4.0
520,06/06/2013,96.0,48.0,32.0,12.0,11.0,15.0,6.0,12.0
521,07/06/2013,45.0,40.0,23.0,14.0,11.0,20.0,4.0,16.0
522,08/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,09/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,10/06/2013,78.0,35.0,24.0,7.0,10.0,7.0,6.0,8.0
525,11/06/2013,77.0,47.0,35.0,14.0,17.0,9.0,2.0,18.0
526,12/06/2013,102.0,57.0,46.0,12.0,19.0,9.0,9.0,16.0
527,13/06/2013,84.0,45.0,30.0,13.0,17.0,12.0,7.0,24.0
528,14/06/2013,83.0,42.0,36.0,11.0,14.0,12.0,4.0,4.0
529,15/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,16/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,17/06/2013,55.0,45.0,24.0,7.0,12.0,16.0,22.0,4.0
532,18/06/2013,67.0,48.0,48.0,13.0,11.0,16.0,16.0,4.0
533,19/06/2013,60.0,35.0,12.0,12.0,10.0,13.0,27.0,6.0
534,20/06/2013,56.0,24.0,6.0,11.0,11.0,6.0,10.0,10.0
535,21/06/2013,39.0,33.0,14.0,10.0,15.0,6.0,10.0,26.0
536,22/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,23/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,24/06/2013,75.0,33.0,22.0,10.0,12.0,9.0,7.0,12.0
539,25/06/2013,71.0,40.0,30.0,11.0,10.0,9.0,11.0,18.0
540,26/06/2013,68.0,41.0,34.0,14.0,8.0,10.0,10.0,27.0
541,27/06/2013,53.0,37.0,16.0,14.0,6.0,9.0,12.0,4.0
542,28/06/2013,63.0,43.0,22.0,15.0,12.0,10.0,11.0,10.0
543,29/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,30/06/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,01/07/2013,76.0,39.0,18.0,15.0,14.0,7.0,5.0,16.0
546,02/07/2013,75.0,39.0,0.0,12.0,16.0,18.0,8.0,32.0
547,03/07/2013,71.0,28.0,0.0,11.0,8.0,11.0,8.0,18.0
548,04/07/2013,71.0,31.0,0.0,14.0,13.0,11.0,4.0,19.0
549,05/07/2013,52.0,25.0,0.0,10.0,12.0,10.0,5.0,35.0
550,06/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,07/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,08/07/2013,62.0,41.0,0.0,15.0,9.0,9.0,3.0,26.0
553,09/07/2013,74.0,31.0,0.0,13.0,15.0,15.0,6.0,18.0
554,10/07/2013,84.0,30.0,0.0,18.0,17.0,13.0,6.0,28.0
555,11/07/2013,53.0,26.0,0.0,15.0,15.0,11.0,3.0,22.0
556,12/07/2013,78.0,36.0,33.0,10.0,8.0,9.0,6.0,4.0
557,13/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,14/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,15/07/2013,102.0,31.0,10.0,16.0,9.0,28.0,3.0,4.0
560,16/07/2013,77.0,32.0,26.0,12.0,11.0,16.0,5.0,28.0
561,17/07/2013,74.0,23.0,10.0,15.0,10.0,11.0,5.0,4.0
562,18/07/2013,79.0,24.0,16.0,9.0,13.0,9.0,4.0,10.0
563,19/07/2013,70.0,35.0,4.0,12.0,12.0,15.0,3.0,0.0
564,20/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,21/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,22/07/2013,77.0,32.0,26.0,8.0,12.0,19.0,6.0,4.0
567,23/07/2013,77.0,25.0,26.0,9.0,15.0,10.0,6.0,0.0
568,24/07/2013,69.0,15.0,20.0,8.0,15.0,11.0,4.0,0.0
569,25/07/2013,50.0,22.0,0.0,8.0,11.0,12.0,7.0,0.0
570,26/07/2013,17.0,24.0,8.0,12.0,6.0,38.0,3.0,13.0
571,27/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,28/07/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,29/07/2013,77.0,19.0,16.0,8.0,7.0,10.0,1.0,4.0
574,30/07/2013,53.0,17.0,16.0,4.0,12.0,16.0,8.0,10.0
575,31/07/2013,54.0,24.0,16.0,10.0,13.0,11.0,1.0,20.0
576,01/08/2013,84.0,34.0,20.0,10.0,5.0,10.0,7.0,10.0
577,02/08/2013,63.0,18.0,20.0,16.0,3.0,10.0,7.0,10.0
578,03/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,04/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,05/08/2013,72.0,14.0,18.0,8.0,3.0,10.0,5.0,12.0
581,06/08/2013,52.0,25.0,4.0,12.0,11.0,16.0,3.0,4.0
582,07/08/2013,45.0,19.0,10.0,10.0,8.0,5.0,4.0,14.0
583,08/08/2013,36.0,10.0,10.0,5.0,6.0,5.0,1.0,6.0
584,09/08/2013,47.0,22.0,16.0,10.0,4.0,8.0,6.0,12.0
585,10/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,11/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,12/08/2013,74.0,21.0,22.0,6.0,10.0,9.0,1.0,4.0
588,13/08/2013,50.0,27.0,14.0,8.0,11.0,13.0,6.0,12.0
589,14/08/2013,52.0,22.0,22.0,6.0,4.0,6.0,4.0,0.0
590,15/08/2013,34.0,22.0,28.0,14.0,6.0,14.0,5.0,4.0
591,16/08/2013,41.0,27.0,10.0,10.0,8.0,12.0,8.0,8.0
592,17/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,18/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,19/08/2013,69.0,28.0,18.0,9.0,19.0,7.0,2.0,12.0
595,20/08/2013,66.0,24.0,14.0,13.0,12.0,12.0,6.0,6.0
596,21/08/2013,66.0,24.0,10.0,13.0,14.0,6.0,5.0,6.0
597,22/08/2013,61.0,34.0,10.0,11.0,10.0,9.0,9.0,0.0
598,23/08/2013,53.0,28.0,14.0,13.0,14.0,7.0,5.0,0.0
599,24/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,25/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,26/08/2013,71.0,40.0,14.0,9.0,16.0,10.0,3.0,10.0
602,27/08/2013,67.0,36.0,24.0,11.0,14.0,9.0,4.0,12.0
603,28/08/2013,81.0,28.0,22.0,11.0,15.0,16.0,4.0,0.0
604,29/08/2013,61.0,36.0,10.0,6.0,15.0,6.0,10.0,12.0
605,30/08/2013,67.0,39.0,10.0,12.0,11.0,10.0,7.0,4.0
606,31/08/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,01/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,02/09/2013,63.0,32.0,18.0,12.0,13.0,10.0,11.0,0.0
609,03/09/2013,64.0,27.0,22.0,12.0,12.0,6.0,6.0,10.0
610,04/09/2013,63.0,32.0,10.0,14.0,12.0,7.0,13.0,4.0
611,05/09/2013,69.0,43.0,18.0,12.0,19.0,3.0,8.0,10.0
612,06/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,07/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,08/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,09/09/2013,46.0,29.0,36.0,5.0,9.0,9.0,2.0,0.0
616,10/09/2013,61.0,25.0,8.0,17.0,8.0,16.0,4.0,0.0
617,11/09/2013,47.0,25.0,28.0,10.0,10.0,7.0,3.0,0.0
618,12/09/2013,46.0,25.0,18.0,13.0,7.0,6.0,3.0,0.0
619,13/09/2013,45.0,31.0,40.0,12.0,3.0,10.0,3.0,0.0
620,14/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,15/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,16/09/2013,49.0,28.0,36.0,11.0,13.0,12.0,15.0,0.0
623,17/09/2013,71.0,36.0,6.0,19.0,11.0,12.0,7.0,0.0
624,18/09/2013,58.0,38.0,30.0,14.0,16.0,15.0,14.0,0.0
625,19/09/2013,41.0,41.0,26.0,14.0,13.0,12.0,6.0,20.0
626,20/09/2013,62.0,33.0,39.0,11.0,12.0,14.0,6.0,14.0
627,21/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,22/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,23/09/2013,53.0,27.0,14.0,11.0,10.0,17.0,7.0,16.0
630,24/09/2013,59.0,34.0,0.0,10.0,18.0,10.0,11.0,20.0
631,25/09/2013,71.0,29.0,14.0,11.0,11.0,6.0,8.0,38.0
632,26/09/2013,52.0,37.0,26.0,14.0,10.0,8.0,9.0,14.0
633,27/09/2013,52.0,24.0,27.0,11.0,9.0,5.0,4.0,14.0
634,28/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,29/09/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,30/09/2013,54.0,30.0,30.0,5.0,13.0,14.0,4.0,10.0
637,01/10/2013,60.0,30.0,14.0,12.0,12.0,17.0,8.0,12.0
638,02/10/2013,59.0,33.0,14.0,13.0,13.0,12.0,13.0,8.0
639,03/10/2013,73.0,45.0,32.0,16.0,6.0,11.0,10.0,12.0
640,04/10/2013,78.0,38.0,26.0,9.0,15.0,7.0,7.0,4.0
641,05/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,06/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,07/10/2013,61.0,35.0,40.0,12.0,19.0,14.0,6.0,36.0
644,08/10/2013,73.0,39.0,46.0,9.0,12.0,9.0,12.0,28.0
645,09/10/2013,58.0,42.0,26.0,8.0,13.0,9.0,11.0,30.0
646,10/10/2013,56.0,33.0,38.0,16.0,14.0,6.0,8.0,28.0
647,11/10/2013,55.0,35.0,36.0,12.0,13.0,8.0,5.0,24.0
648,12/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,13/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,14/10/2013,65.0,27.0,16.0,19.0,16.0,15.0,8.0,18.0
651,15/10/2013,68.0,33.0,20.0,12.0,16.0,10.0,8.0,27.0
652,16/10/2013,69.0,26.0,28.0,20.0,7.0,10.0,7.0,12.0
653,17/10/2013,65.0,31.0,48.0,17.0,14.0,5.0,5.0,18.0
654,18/10/2013,64.0,34.0,16.0,14.0,6.0,12.0,4.0,14.0
655,19/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,20/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,21/10/2013,61.0,35.0,34.0,12.0,11.0,12.0,4.0,24.0
658,22/10/2013,65.0,32.0,24.0,9.0,17.0,19.0,1.0,10.0
659,23/10/2013,83.0,57.0,26.0,16.0,22.0,14.0,3.0,14.0
660,24/10/2013,64.0,32.0,32.0,19.0,15.0,5.0,6.0,0.0
661,25/10/2013,45.0,37.0,22.0,13.0,13.0,11.0,9.0,28.0
662,26/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,27/10/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,28/10/2013,83.0,46.0,24.0,13.0,20.0,16.0,6.0,18.0
665,29/10/2013,71.0,39.0,38.0,12.0,15.0,24.0,2.0,12.0
666,30/10/2013,76.0,32.0,23.0,19.0,17.0,7.0,4.0,42.0
667,31/10/2013,79.0,37.0,34.0,10.0,20.0,12.0,2.0,32.0
