,Actual sales,Forecasted sales,max_sales,min_sales
317,28,18,22,14
318,21,17,21,13
319,25,19,23,15
320,17,18,22,14
321,17,18,22,14
322,13,17,21,13
323,18,18,22,14
324,14,17,21,13
325,20,18,22,14
326,14,18,22,14
327,19,19,23,15
328,17,19,23,15
329,12,17,21,13
330,12,17,21,13
331,11,15,19,11
332,10,14,18,10
333,15,14,18,10
334,13,15,19,11
335,20,15,19,11
336,13,15,19,11
337,16,15,19,11
338,13,15,19,11
339,11,14,18,10
340,13,14,18,10
341,9,13,17,9
342,12,13,17,9
343,5,13,17,9
344,12,13,17,9
345,17,14,18,10
346,7,14,18,10
347,13,13,17,9
348,10,14,18,10
349,15,13,17,9
350,15,13,17,9
351,15,13,17,9
352,16,13,17,9
353,14,14,18,10
354,12,14,18,10
355,14,14,18,10
356,7,14,18,10
357,14,13,17,9
358,12,13,17,9
359,13,13,17,9
360,11,14,18,10
361,7,13,17,9
362,13,13,17,9
363,12,13,17,9
364,11,12,16,8
365,10,12,16,8
366,10,12,16,8
367,11,11,15,7
368,14,12,16,8
369,14,12,16,8
370,15,12,16,8
371,15,12,16,8
372,12,12,16,8
373,11,13,17,9
374,14,13,17,9
375,10,13,17,9
376,15,13,17,9
377,13,13,17,9
378,18,14,18,10
379,15,14,18,10
380,10,13,17,9
381,16,14,18,10
382,12,14,18,10
383,15,14,18,10
384,9,13,17,9
385,12,13,17,9
386,8,13,17,9
387,9,13,17,9
388,8,13,17,9
389,8,13,17,9
390,12,11,15,7
391,8,11,15,7
392,4,11,15,7
393,10,9,13,5
394,10,9,13,5
395,16,9,13,5
396,8,9,13,5
397,12,10,14,6
398,10,10,14,6
399,5,9,13,5
400,10,10,14,6
401,6,9,13,5
402,8,9,13,5
403,6,9,13,5
404,14,9,13,5
405,10,10,14,6
406,9,9,13,5
407,13,9,13,5
408,13,10,14,6
409,11,10,14,6
410,13,10,14,6
411,9,10,14,6
412,11,10,14,6
413,11,11,15,7
414,6,11,15,7
415,12,12,16,8
416,12,12,16,8
417,12,12,16,8
418,14,12,16,8
419,12,12,16,8
420,5,12,16,8
421,17,12,16,8
422,10,12,16,8
423,13,13,17,9
424,12,13,17,9
425,11,13,17,9
426,19,13,17,9
427,14,14,18,10
428,14,14,18,10
429,11,14,18,10
430,11,14,18,10
431,10,13,17,9
432,11,13,17,9
433,14,13,17,9
434,11,13,17,9
435,5,12,16,8
436,12,13,17,9
437,13,13,17,9
438,16,13,17,9
439,9,12,16,8
440,12,12,16,8
441,9,12,16,8
442,8,12,16,8
443,16,12,16,8
444,12,13,17,9
445,19,12,16,8
446,12,14,18,10
447,20,15,19,11
448,17,15,19,11
449,14,15,19,11
450,12,15,19,11
451,9,15,19,11
452,16,14,18,10
453,19,14,18,10
454,13,15,19,11
455,13,15,19,11
456,12,16,20,12
457,19,15,19,11
458,10,16,20,12
459,14,15,19,11
460,11,14,18,10
461,17,14,18,10
462,16,14,18,10
463,12,14,18,10
464,14,14,18,10
465,15,14,18,10
466,14,14,18,10
467,12,15,19,11
468,10,15,19,11
469,7,13,17,9
470,13,13,17,9
471,11,13,17,9
472,17,13,17,9
473,14,14,18,10
474,9,13,17,9
475,9,13,17,9
476,11,13,17,9
477,6,12,16,8
